f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f 16m 16f jL0102m jL0102f jV1400m jV1400f jV1600m jV1600f jV0300m jV0300f jV1100m jV1100f 
40370.2 7.59954e-06 92.8388 0.0247707 -88.5806 1 0 1.48367e-05 -85.8132 0.030956 92.0934 0.000479456 -177.799 7.59954e-06 -87.1612 0.000306889 -178.58 0.0247707 91.4194 7.59954e-06 92.8388 1 0 0.000306889 1.41984 1.32468e-05 94.1864 1 0 0.000428073 2.20026 0 0 1.84133e-07 1.41984 3.07808e-09 -90.2045 0.000374889 3.86793 0.000599816 -178.581 0 0 
41320.1 7.08735e-06 92.7735 0.0242013 -88.6132 1 0 1.3837e-05 -85.9094 0.0302447 92.0453 0.00045766 -177.85 7.08735e-06 -87.2265 0.000292936 -178.613 0.0242013 91.3868 7.08735e-06 92.7735 1 0 0.000292936 1.38717 1.23543e-05 94.0902 1 0 0.000408612 2.14961 0 0 1.75762e-07 1.38717 3.15049e-09 -90.1998 0.000374894 3.77902 0.000599824 -178.613 0 0 
42292.4 6.60969e-06 92.7098 0.0236449 -88.6451 1 0 1.29047e-05 -86.0035 0.0295496 91.9982 0.000436855 -177.899 6.60969e-06 -87.2902 0.000279618 -178.645 0.0236449 91.3549 6.60969e-06 92.7098 1 0 0.000279618 1.35526 1.15218e-05 93.9961 1 0 0.000390036 2.10013 0 0 1.67771e-07 1.35526 3.22461e-09 -90.1952 0.000374899 3.69214 0.000599832 -178.645 0 0 
43287.6 6.16422e-06 92.6474 0.0231013 -88.6763 1 0 1.20351e-05 -86.0954 0.0288706 91.9523 0.000416996 -177.948 6.16422e-06 -87.3526 0.000266906 -178.676 0.0231013 91.3237 6.16422e-06 92.6474 1 0 0.000266906 1.32408 1.07455e-05 93.9042 1 0 0.000372305 2.05179 0 0 1.60143e-07 1.32408 3.30047e-09 -90.1907 0.000374903 3.60727 0.00059984 -178.676 0 0 
44306.2 5.74877e-06 92.5866 0.0225702 -88.7067 1 0 1.12242e-05 -86.1851 0.0282071 91.9074 0.00039804 -177.995 5.74877e-06 -87.4134 0.000254771 -178.706 0.0225702 91.2933 5.74877e-06 92.5866 1 0 0.000254771 1.29362 1.00214e-05 93.8144 1 0 0.00035538 2.00456 0 0 1.52863e-07 1.29362 3.37811e-09 -90.1864 0.000374908 3.52435 0.000599847 -178.707 0 0 
45348.8 5.36132e-06 92.5271 0.0220513 -88.7365 1 0 1.04679e-05 -86.2729 0.0275589 91.8636 0.000379946 -178.041 5.36132e-06 -87.4729 0.000243189 -178.736 0.0220513 91.2635 5.36132e-06 92.5271 1 0 0.000243189 1.26386 9.34615e-06 93.7267 1 0 0.000339225 1.95842 0 0 1.45913e-07 1.26386 3.45758e-09 -90.1821 0.000374912 3.44333 0.000599854 -178.736 0 0 
46415.9 4.99999e-06 92.469 0.0215443 -88.7655 1 0 9.76253e-06 -86.3585 0.0269255 91.8207 0.000362675 -178.086 4.99999e-06 -87.531 0.000232133 -178.765 0.0215443 91.2345 4.99999e-06 92.469 1 0 0.000232133 1.23478 8.71637e-06 93.641 1 0 0.000323803 1.91334 0 0 1.3928e-07 1.23478 3.53893e-09 -90.1779 0.000374916 3.36418 0.000599861 -178.766 0 0 
47508.1 4.663e-06 92.4122 0.021049 -88.7939 1 0 9.1047e-06 -86.4423 0.0263067 91.7789 0.000346188 -178.13 4.663e-06 -87.5878 0.00022158 -178.794 0.021049 91.2061 4.663e-06 92.4122 1 0 0.00022158 1.20638 8.12902e-06 93.5572 1 0 0.000309084 1.8693 0 0 1.32948e-07 1.20638 3.62218e-09 -90.1738 0.00037492 3.28685 0.000599867 -178.794 0 0 
48626 4.34873e-06 92.3568 0.0205651 -88.8216 1 0 8.49119e-06 -86.5241 0.0257021 91.738 0.000330451 -178.173 4.34873e-06 -87.6432 0.000211506 -178.821 0.0205651 91.1784 4.34873e-06 92.3568 1 0 0.000211506 1.17863 7.58125e-06 93.4754 1 0 0.000295033 1.82627 0 0 1.26904e-07 1.17863 3.7074e-09 -90.1698 0.000374923 3.2113 0.000599873 -178.822 0 0 
49770.2 4.05564e-06 92.3026 0.0200923 -88.8487 1 0 7.91901e-06 -86.604 0.0251114 91.698 0.00031543 -178.215 4.05564e-06 -87.6974 0.000201891 -178.848 0.0200923 91.1513 4.05564e-06 92.3026 1 0 0.000201891 1.15151 7.07038e-06 93.3955 1 0 0.000281621 1.78424 0 0 1.21135e-07 1.15151 3.79462e-09 -90.1659 0.000374927 3.13748 0.000599879 -178.849 0 0 
50941.4 3.78231e-06 92.2496 0.0196304 -88.8752 1 0 7.38539e-06 -86.6821 0.0245343 91.659 0.000301092 -178.256 3.78231e-06 -87.7504 0.000192713 -178.875 0.0196304 91.1248 3.78231e-06 92.2496 1 0 0.000192713 1.12503 6.59394e-06 93.3174 1 0 0.000268819 1.74317 0 0 1.15628e-07 1.12503 3.8839e-09 -90.1621 0.00037493 3.06537 0.000599884 -178.875 0 0 
52140.1 3.52739e-06 92.1979 0.0191791 -88.9011 1 0 6.88772e-06 -86.7584 0.0239704 91.6208 0.000287405 -178.296 3.52739e-06 -87.8021 0.000183953 -178.901 0.0191791 91.0989 3.52739e-06 92.1979 1 0 0.000183953 1.09915 6.14959e-06 93.2411 1 0 0.000256598 1.70304 0 0 1.10372e-07 1.09915 3.97528e-09 -90.1584 0.000374933 2.99491 0.00059989 -178.901 0 0 
53367 3.28966e-06 92.1474 0.0187382 -88.9263 1 0 6.42358e-06 -86.8329 0.0234195 91.5836 0.000274341 -178.336 3.28966e-06 -87.8526 0.00017559 -178.926 0.0187382 91.0737 3.28966e-06 92.1474 1 0 0.00017559 1.07387 5.73519e-06 93.1666 1 0 0.000244934 1.66384 0 0 1.05354e-07 1.07387 4.0688e-09 -90.1548 0.000374936 2.92607 0.000599895 -178.926 0 0 
54622.8 3.06795e-06 92.098 0.0183074 -88.951 1 0 5.99072e-06 -86.9057 0.0228812 91.5471 0.00026187 -178.374 3.06795e-06 -87.902 0.000167608 -178.951 0.0183074 91.049 3.06795e-06 92.098 1 0 0.000167608 1.04917 5.34871e-06 93.0937 1 0 0.000233799 1.62554 0 0 1.00565e-07 1.04917 4.16453e-09 -90.1512 0.000374939 2.85881 0.000599899 -178.951 0 0 
55908.1 2.86118e-06 92.0497 0.0178865 -88.9751 1 0 5.58702e-06 -86.9769 0.0223553 91.5116 0.000249967 -178.411 2.86118e-06 -87.9503 0.000159989 -178.975 0.0178865 91.0249 2.86118e-06 92.0497 1 0 0.000159989 1.02504 4.98827e-06 93.0226 1 0 0.000223171 1.58812 0 0 9.59932e-08 1.02504 4.26251e-09 -90.1477 0.000374942 2.79311 0.000599904 -178.975 0 0 
57223.7 2.66834e-06 92.0026 0.0174753 -88.9987 1 0 5.21053e-06 -87.0464 0.0218415 91.4768 0.000238604 -178.448 2.66834e-06 -87.9974 0.000152716 -178.999 0.0174753 91.0013 2.66834e-06 92.0026 1 0 0.000152716 1.00146 4.65211e-06 92.953 1 0 0.000213026 1.55156 0 0 9.16295e-08 1.00146 4.3628e-09 -90.1443 0.000374945 2.72891 0.000599908 -178.999 0 0 
58570.2 2.48851e-06 91.9566 0.0170735 -89.0217 1 0 4.8594e-06 -87.1143 0.0213395 91.4429 0.000227758 -178.484 2.48851e-06 -88.0434 0.000145774 -179.022 0.0170735 90.9783 2.48851e-06 91.9566 1 0 0.000145774 0.97843 4.33861e-06 92.8851 1 0 0.000203342 1.51585 0 0 8.74642e-08 0.97843 4.46545e-09 -90.141 0.000374947 2.66619 0.000599913 -179.022 0 0 
59948.4 2.32079e-06 91.9116 0.016681 -89.0442 1 0 4.53193e-06 -87.1806 0.020849 91.4097 0.000217405 -178.518 2.32079e-06 -88.0884 0.000139147 -179.044 0.016681 90.9558 2.32079e-06 91.9116 1 0 0.000139147 0.955928 4.04623e-06 92.8188 1 0 0.000194099 1.48095 0 0 8.34883e-08 0.955928 4.57051e-09 -90.1378 0.00037495 2.60491 0.000599917 -179.044 0 0 
61359.1 2.16438e-06 91.8676 0.0162975 -89.0662 1 0 4.22653e-06 -87.2454 0.0203698 91.3773 0.000207523 -178.552 2.16438e-06 -88.1324 0.000132822 -179.066 0.0162975 90.9338 2.16438e-06 91.8676 1 0 0.000132822 0.933943 3.77356e-06 92.7539 1 0 0.000185275 1.44686 0 0 7.96931e-08 0.933943 4.67805e-09 -90.1346 0.000374952 2.54504 0.00059992 -179.066 0 0 
62802.9 2.0185e-06 91.8247 0.0159228 -89.0877 1 0 3.94171e-06 -87.3088 0.0199015 91.3456 0.00019809 -178.586 2.0185e-06 -88.1753 0.000126784 -179.088 0.0159228 90.9123 2.0185e-06 91.8247 1 0 0.000126784 0.912464 3.51926e-06 92.6906 1 0 0.000176853 1.41355 0 0 7.60704e-08 0.912464 4.78811e-09 -90.1315 0.000374954 2.48655 0.000599924 -179.088 0 0 
64280.7 1.88246e-06 91.7827 0.0155567 -89.1086 1 0 3.67608e-06 -87.3707 0.0194441 91.3147 0.000189086 -178.618 1.88246e-06 -88.2173 0.000121021 -179.109 0.0155567 90.8914 1.88246e-06 91.7827 1 0 0.000121021 0.89148 3.28209e-06 92.6287 1 0 0.000168814 1.381 0 0 7.26125e-08 0.89148 4.90077e-09 -90.1285 0.000374956 2.42941 0.000599927 -179.109 0 0 
65793.3 1.75559e-06 91.7418 0.0151991 -89.1291 1 0 3.42835e-06 -87.4311 0.0189972 91.2845 0.000180491 -178.65 1.75559e-06 -88.2582 0.00011552 -179.129 0.0151991 90.8709 1.75559e-06 91.7418 1 0 0.00011552 0.870978 3.0609e-06 92.5682 1 0 0.00016114 1.34921 0 0 6.93118e-08 0.870978 5.01608e-09 -90.1256 0.000374958 2.37357 0.000599931 -179.129 0 0 
67341.5 1.63727e-06 91.7017 0.0148497 -89.1491 1 0 3.19732e-06 -87.4902 0.0185605 91.2549 0.000172287 -178.681 1.63727e-06 -88.2983 0.000110269 -179.149 0.0148497 90.8509 1.63727e-06 91.7017 1 0 0.000110269 0.850949 2.85462e-06 92.5091 1 0 0.000153815 1.31814 0 0 6.61611e-08 0.850949 5.1341e-09 -90.1227 0.00037496 2.31903 0.000599934 -179.149 0 0 
68926.1 1.52692e-06 91.6626 0.0145083 -89.1687 1 0 2.98185e-06 -87.5479 0.0181338 91.2261 0.000164456 -178.711 1.52692e-06 -88.3374 0.000105256 -179.169 0.0145083 90.8313 1.52692e-06 91.6626 1 0 0.000105256 0.83138 2.66224e-06 92.4514 1 0 0.000146822 1.28779 0 0 6.31537e-08 0.83138 5.2549e-09 -90.1199 0.000374962 2.26573 0.000599937 -179.169 0 0 
70548 1.42401e-06 91.6244 0.0141747 -89.1878 1 0 2.7809e-06 -87.6043 0.017717 91.1979 0.000156981 -178.741 1.42401e-06 -88.3756 0.000100472 -179.188 0.0141747 90.8122 1.42401e-06 91.6244 1 0 0.000100472 0.812261 2.48283e-06 92.395 1 0 0.000140148 1.25813 0 0 6.02829e-08 0.812261 5.37854e-09 -90.1171 0.000374964 2.21367 0.00059994 -179.188 0 0 
72208.1 1.32804e-06 91.587 0.0138489 -89.2065 1 0 2.59349e-06 -87.6594 0.0173098 91.1703 0.000149845 -178.77 1.32804e-06 -88.413 9.59045e-05 -179.206 0.0138489 90.7935 1.32804e-06 91.587 1 0 9.59045e-05 0.793582 2.3155e-06 92.3399 1 0 0.000133777 1.22916 0 0 5.75427e-08 0.793582 5.50509e-09 -90.1144 0.000374965 2.1628 0.000599942 -179.206 0 0 
73907.2 1.23854e-06 91.5505 0.0135305 -89.2247 1 0 2.41871e-06 -87.7132 0.0169119 91.1434 0.000143034 -178.798 1.23854e-06 -88.4495 9.15451e-05 -179.225 0.0135305 90.7753 1.23854e-06 91.5505 1 0 9.15451e-05 0.775333 2.15945e-06 92.2861 1 0 0.000127696 1.20086 0 0 5.49271e-08 0.775333 5.63462e-09 -90.1118 0.000374967 2.1131 0.000599945 -179.225 0 0 
75646.3 1.15506e-06 91.5149 0.0132194 -89.2426 1 0 2.25571e-06 -87.7658 0.0165231 91.1171 0.000136533 -178.826 1.15506e-06 -88.4851 8.73839e-05 -179.242 0.0132194 90.7574 1.15506e-06 91.5149 1 0 8.73839e-05 0.757504 2.01392e-06 92.2335 1 0 0.000121891 1.1732 0 0 5.24303e-08 0.757504 5.7672e-09 -90.1092 0.000374968 2.06454 0.000599948 -179.243 0 0 
77426.4 1.07721e-06 91.48 0.0129155 -89.26 1 0 2.1037e-06 -87.8171 0.0161433 91.0915 0.000130327 -178.853 1.07721e-06 -88.52 8.34118e-05 -179.26 0.0129155 90.74 1.07721e-06 91.48 1 0 8.34118e-05 0.740085 1.87819e-06 92.1821 1 0 0.00011635 1.14618 0 0 5.00471e-08 0.740085 5.90289e-09 -90.1067 0.00037497 2.0171 0.00059995 -179.26 0 0 
79248.3 1.00461e-06 91.446 0.0126186 -89.277 1 0 1.96192e-06 -87.8673 0.0157722 91.0664 0.000124403 -178.879 1.00461e-06 -88.554 7.96203e-05 -179.277 0.0126186 90.723 1.00461e-06 91.446 1 0 7.96203e-05 0.723067 1.75161e-06 92.1319 1 0 0.000111061 1.11978 0 0 4.77722e-08 0.723067 6.04179e-09 -90.1042 0.000374971 1.97075 0.000599952 -179.277 0 0 
81113.1 9.36906e-07 91.4128 0.0123285 -89.2936 1 0 1.82971e-06 -87.9164 0.0154097 91.0418 0.000118748 -178.905 9.36906e-07 -88.5872 7.60012e-05 -179.294 0.0123285 90.7064 9.36906e-07 91.4128 1 0 7.60012e-05 0.70644 1.63357e-06 92.0828 1 0 0.000106012 1.09398 0 0 4.56007e-08 0.70644 6.18395e-09 -90.1019 0.000374973 1.92547 0.000599954 -179.294 0 0 
83021.8 8.73762e-07 91.3803 0.012045 -89.3099 1 0 1.7064e-06 -87.9643 0.0150554 91.0179 0.000113351 -178.93 8.73762e-07 -88.6197 7.25466e-05 -179.31 0.012045 90.6901 8.73762e-07 91.3803 1 0 7.25466e-05 0.690196 1.52347e-06 92.0349 1 0 0.000101193 1.06878 0 0 4.35279e-08 0.690196 6.32945e-09 -90.0995 0.000374974 1.88123 0.000599956 -179.31 0 0 
84975.3 8.14873e-07 91.3486 0.0117681 -89.3257 1 0 1.5914e-06 -88.0111 0.0147093 90.9945 0.000108199 -178.955 8.14873e-07 -88.6514 6.9249e-05 -179.326 0.0117681 90.6743 8.14873e-07 91.3486 1 0 6.9249e-05 0.674325 1.4208e-06 91.988 1 0 9.65928e-05 1.04416 0 0 4.15494e-08 0.674325 6.47838e-09 -90.0972 0.000374975 1.83801 0.000599958 -179.326 0 0 
86974.9 7.59954e-07 91.3176 0.0114976 -89.3412 1 0 1.48415e-06 -88.0568 0.0143712 90.9716 0.000103281 -178.979 7.59954e-07 -88.6824 6.61013e-05 -179.341 0.0114976 90.6588 7.59954e-07 91.3176 1 0 6.61013e-05 0.65882 1.32504e-06 91.9423 1 0 9.22017e-05 1.0201 0 0 3.96608e-08 0.65882 6.63081e-09 -90.095 0.000374976 1.79578 0.00059996 -179.341 0 0 
89021.5 7.08735e-07 91.2873 0.0112332 -89.3564 1 0 1.38413e-06 -88.1015 0.0140408 90.9493 9.85861e-05 -179.002 7.08735e-07 -88.7127 6.30967e-05 -179.356 0.0112332 90.6436 7.08735e-07 91.2873 1 0 6.30967e-05 0.643671 1.23574e-06 91.8976 1 0 8.80103e-05 0.996592 0 0 3.7858e-08 0.643671 6.78683e-09 -90.0928 0.000374977 1.75453 0.000599962 -179.356 0 0 
91116.3 6.60969e-07 91.2577 0.010975 -89.3712 1 0 1.29085e-06 -88.1452 0.0137181 90.9274 9.41051e-05 -179.025 6.60969e-07 -88.7423 6.02287e-05 -179.371 0.010975 90.6288 6.60969e-07 91.2577 1 0 6.02287e-05 0.62887 1.15245e-06 91.8539 1 0 8.40093e-05 0.973625 0 0 3.61372e-08 0.62887 6.94653e-09 -90.0907 0.000374978 1.71422 0.000599964 -179.371 0 0 
93260.3 6.16422e-07 91.2288 0.0107227 -89.3856 1 0 1.20385e-06 -88.1878 0.0134027 90.9061 8.98277e-05 -179.048 6.16422e-07 -88.7712 5.74911e-05 -179.386 0.0107227 90.6144 6.16422e-07 91.2288 1 0 5.74911e-05 0.61441 1.07478e-06 91.8112 1 0 8.01902e-05 0.951186 0 0 3.44946e-08 0.61441 7.10998e-09 -90.0886 0.000374979 1.67484 0.000599966 -179.386 0 0 
95454.8 5.74877e-07 91.2005 0.0104761 -89.3997 1 0 1.12272e-06 -88.2295 0.0130946 90.8853 8.57448e-05 -179.07 5.74877e-07 -88.7995 5.48779e-05 -179.4 0.0104761 90.6003 5.74877e-07 91.2005 1 0 5.48779e-05 0.600283 1.00235e-06 91.7695 1 0 7.65447e-05 0.929261 0 0 3.29267e-08 0.600283 7.27727e-09 -90.0866 0.00037498 1.63637 0.000599967 -179.4 0 0 
97701 5.36132e-07 91.1729 0.0102353 -89.4136 1 0 1.04706e-06 -88.2702 0.0127936 90.8649 8.18474e-05 -179.091 5.36132e-07 -88.8271 5.23834e-05 -179.414 0.0102353 90.5864 5.36132e-07 91.1729 1 0 5.23834e-05 0.586481 9.3479e-07 91.7288 1 0 7.3065e-05 0.90784 0 0 3.14301e-08 0.586481 7.44851e-09 -90.0846 0.000374981 1.59878 0.000599969 -179.414 0 0 
100000 4.99999e-07 91.1459 0.00999999 -89.427 1 0 9.76493e-07 -88.31 0.0124995 90.845 7.81272e-05 -179.112 4.99999e-07 -88.8541 5.00024e-05 -179.427 0.00999999 90.573 4.99999e-07 91.1459 1 0 5.00024e-05 0.572996 8.71787e-07 91.689 1 0 6.97433e-05 0.886909 0 0 3.00014e-08 0.572996 7.62377e-09 -90.0826 0.000374982 1.56206 0.00059997 -179.427 0 0 
102353 4.663e-07 91.1196 0.00977009 -89.4402 1 0 9.10684e-07 -88.3488 0.0122122 90.8256 7.45761e-05 -179.132 4.663e-07 -88.8804 4.77296e-05 -179.44 0.00977009 90.5598 4.663e-07 91.1196 1 0 4.77296e-05 0.559821 8.13031e-07 91.6501 1 0 6.65727e-05 0.866459 0 0 2.86378e-08 0.559821 7.80316e-09 -90.0807 0.000374983 1.52618 0.000599971 -179.44 0 0 
104762 4.34873e-07 91.0938 0.00954548 -89.4531 1 0 8.49309e-07 -88.3868 0.0119314 90.8066 7.11864e-05 -179.152 4.34873e-07 -88.9062 4.55601e-05 -179.453 0.00954548 90.5469 4.34873e-07 91.0938 1 0 4.55601e-05 0.546949 7.58234e-07 91.6121 1 0 6.35462e-05 0.846478 0 0 2.73361e-08 0.546949 7.98676e-09 -90.0789 0.000374984 1.49113 0.000599973 -179.453 0 0 
107227 4.05564e-07 91.0687 0.00932603 -89.4657 1 0 7.92071e-07 -88.4239 0.0116571 90.7881 6.79508e-05 -179.172 4.05564e-07 -88.9313 4.34893e-05 -179.466 0.00932603 90.5343 4.05564e-07 91.0687 1 0 4.34893e-05 0.534373 7.0713e-07 91.575 1 0 6.06573e-05 0.826955 0 0 2.60936e-08 0.534373 8.17469e-09 -90.0771 0.000374984 1.45688 0.000599974 -179.466 0 0 
109750 3.78231e-07 91.0441 0.00911162 -89.4779 1 0 7.3869e-07 -88.4601 0.0113892 90.77 6.48622e-05 -179.191 3.78231e-07 -88.9559 4.15125e-05 -179.478 0.00911162 90.5221 3.78231e-07 91.0441 1 0 4.15125e-05 0.522086 6.5947e-07 91.5387 1 0 5.78996e-05 0.80788 0 0 2.49075e-08 0.522086 8.36704e-09 -90.0753 0.000374985 1.42342 0.000599975 -179.478 0 0 
112332 3.52739e-07 91.0201 0.00890214 -89.4899 1 0 6.88906e-07 -88.4956 0.0111273 90.7523 6.19141e-05 -179.21 3.52739e-07 -88.9799 3.96256e-05 -179.49 0.00890214 90.5101 3.52739e-07 91.0201 1 0 3.96256e-05 0.510082 6.15022e-07 91.5033 1 0 5.52673e-05 0.789242 0 0 2.37754e-08 0.510082 8.56392e-09 -90.0736 0.000374986 1.39074 0.000599976 -179.49 0 0 
114976 3.28966e-07 90.9967 0.00869748 -89.5017 1 0 6.42478e-07 -88.5302 0.0108715 90.735 5.90999e-05 -179.228 3.28966e-07 -89.0033 3.78245e-05 -179.502 0.00869748 90.4983 3.28966e-07 90.9967 1 0 3.78245e-05 0.498354 5.7357e-07 91.4687 1 0 5.27547e-05 0.771031 0 0 2.26947e-08 0.498354 8.76543e-09 -90.0719 0.000374986 1.3588 0.000599977 -179.502 0 0 
117681 3.06795e-07 90.9738 0.00849753 -89.5131 1 0 5.99179e-07 -88.564 0.0106216 90.7181 5.64137e-05 -179.245 3.06795e-07 -89.0262 3.61053e-05 -179.513 0.00849753 90.4869 3.06795e-07 90.9738 1 0 3.61053e-05 0.486896 5.34911e-07 91.4348 1 0 5.03563e-05 0.753237 0 0 2.16632e-08 0.486896 8.97169e-09 -90.0702 0.000374987 1.3276 0.000599978 -179.513 0 0 
120450 2.86118e-07 90.9514 0.00830217 -89.5243 1 0 5.58797e-07 -88.597 0.0103774 90.7015 5.38495e-05 -179.263 2.86118e-07 -89.0486 3.44642e-05 -179.524 0.00830217 90.4757 2.86118e-07 90.9514 1 0 3.44642e-05 0.475701 4.98858e-07 91.4018 1 0 4.80669e-05 0.735851 0 0 2.06785e-08 0.475701 9.18279e-09 -90.0686 0.000374988 1.29712 0.000599979 -179.524 0 0 
123285 2.66834e-07 90.9295 0.0081113 -89.5353 1 0 5.21137e-07 -88.6293 0.0101389 90.6854 5.1402e-05 -179.28 2.66834e-07 -89.0705 3.28977e-05 -179.535 0.0081113 90.4647 2.66834e-07 90.9295 1 0 3.28977e-05 0.464764 4.65235e-07 91.3695 1 0 4.58815e-05 0.718863 0 0 1.97386e-08 0.464764 9.39887e-09 -90.067 0.000374988 1.26734 0.00059998 -179.535 0 0 
126186 2.48851e-07 90.9081 0.00792482 -89.5459 1 0 4.86015e-07 -88.6608 0.00990578 90.6697 4.90656e-05 -179.296 2.48851e-07 -89.0919 3.14024e-05 -179.546 0.00792482 90.4541 2.48851e-07 90.9081 1 0 3.14024e-05 0.454078 4.33877e-07 91.3379 1 0 4.37955e-05 0.702264 0 0 1.88414e-08 0.454078 9.62002e-09 -90.0655 0.000374989 1.23825 0.000599981 -179.546 0 0 
129155 2.32079e-07 90.8872 0.00774263 -89.5564 1 0 4.5326e-07 -88.6916 0.00967806 90.6543 4.68355e-05 -179.313 2.32079e-07 -89.1128 2.99751e-05 -179.556 0.00774263 90.4436 2.32079e-07 90.8872 1 0 2.99751e-05 0.443638 4.04633e-07 91.3071 1 0 4.18043e-05 0.686045 0 0 1.7985e-08 0.443638 9.84639e-09 -90.064 0.000374989 1.20982 0.000599982 -179.556 0 0 
132194 2.16438e-07 90.8669 0.00756463 -89.5666 1 0 4.22713e-07 -88.7217 0.00945557 90.6392 4.47067e-05 -179.328 2.16438e-07 -89.1331 2.86126e-05 -179.567 0.00756463 90.4334 2.16438e-07 90.8669 1 0 2.86126e-05 0.433438 3.7736e-07 91.277 1 0 3.99036e-05 0.670198 0 0 1.71676e-08 0.433438 1.00781e-08 -90.0625 0.00037499 1.18205 0.000599983 -179.567 0 0 
135305 2.0185e-07 90.8469 0.00739072 -89.5765 1 0 3.94224e-07 -88.7511 0.0092382 90.6245 4.26747e-05 -179.344 2.0185e-07 -89.1531 2.73121e-05 -179.577 0.00739072 90.4235 2.0185e-07 90.8469 1 0 2.73121e-05 0.423472 3.51925e-07 91.2475 1 0 3.80893e-05 0.654713 0 0 1.63873e-08 0.423472 1.03152e-08 -90.0611 0.00037499 1.15492 0.000599984 -179.577 0 0 
138489 1.88246e-07 90.8275 0.0072208 -89.5863 1 0 3.67655e-07 -88.7798 0.00902582 90.6101 4.0735e-05 -179.359 1.88246e-07 -89.1725 2.60707e-05 -179.586 0.0072208 90.4137 1.88246e-07 90.8275 1 0 2.60707e-05 0.413736 3.28205e-07 91.2188 1 0 3.63574e-05 0.639582 0 0 1.56424e-08 0.413736 1.05579e-08 -90.0597 0.000374991 1.12842 0.000599984 -179.586 0 0 
141747 1.75559e-07 90.8084 0.0070548 -89.5958 1 0 3.42877e-07 -88.8079 0.00881832 90.5961 3.88835e-05 -179.374 1.75559e-07 -89.1916 2.48857e-05 -179.596 0.0070548 90.4042 1.75559e-07 90.8084 1 0 2.48857e-05 0.404223 3.06083e-07 91.1907 1 0 3.47043e-05 0.624798 0 0 1.49314e-08 0.404223 1.08064e-08 -90.0583 0.000374991 1.10252 0.000599985 -179.596 0 0 
145083 1.63727e-07 90.7898 0.00689261 -89.6051 1 0 3.19769e-07 -88.8353 0.0086156 90.5824 3.71162e-05 -179.388 1.63727e-07 -89.2102 2.37546e-05 -179.605 0.00689261 90.3949 1.63727e-07 90.7898 1 0 2.37546e-05 0.39493 2.85452e-07 91.1632 1 0 3.31263e-05 0.610351 0 0 1.42527e-08 0.39493 1.10607e-08 -90.057 0.000374992 1.07722 0.000599986 -179.605 0 0 
148497 1.52692e-07 90.7717 0.00673414 -89.6142 1 0 2.98218e-07 -88.8621 0.00841753 90.569 3.54292e-05 -179.402 1.52692e-07 -89.2283 2.26749e-05 -179.614 0.00673414 90.3858 1.52692e-07 90.7717 1 0 2.26749e-05 0.38585 2.66211e-07 91.1364 1 0 3.16201e-05 0.596235 0 0 1.36049e-08 0.38585 1.13209e-08 -90.0556 0.000374992 1.05251 0.000599986 -179.614 0 0 
151991 1.42401e-07 90.7539 0.00657933 -89.623 1 0 2.78119e-07 -88.8883 0.00822402 90.5559 3.38188e-05 -179.416 1.42401e-07 -89.2461 2.16442e-05 -179.623 0.00657933 90.377 1.42401e-07 90.7539 1 0 2.16442e-05 0.376979 2.48267e-07 91.1102 1 0 3.01823e-05 0.582442 0 0 1.29865e-08 0.376979 1.15873e-08 -90.0544 0.000374992 1.02836 0.000599987 -179.623 0 0 
155568 1.32804e-07 90.7366 0.00642807 -89.6317 1 0 2.59375e-07 -88.9138 0.00803495 90.5431 3.22817e-05 -179.429 1.32804e-07 -89.2634 2.06605e-05 -179.632 0.00642807 90.3683 1.32804e-07 90.7366 1 0 2.06605e-05 0.368311 2.31533e-07 91.0846 1 0 2.88098e-05 0.568963 0 0 1.23963e-08 0.368311 1.186e-08 -90.0531 0.000374993 1.00477 0.000599988 -179.632 0 0 
159228 1.23854e-07 90.7197 0.00628029 -89.6402 1 0 2.41895e-07 -88.9388 0.00785023 90.5306 3.08144e-05 -179.442 1.23854e-07 -89.2803 1.97214e-05 -179.64 0.00628029 90.3598 1.23854e-07 90.7197 1 0 1.97214e-05 0.359843 2.15926e-07 91.0595 1 0 2.74998e-05 0.555793 0 0 1.18328e-08 0.359843 1.2139e-08 -90.0519 0.000374993 0.981724 0.000599988 -179.64 0 0 
162975 1.15506e-07 90.7031 0.0061359 -89.6484 1 0 2.25592e-07 -88.9632 0.00766976 90.5184 2.94138e-05 -179.455 1.15506e-07 -89.2969 1.8825e-05 -179.648 0.0061359 90.3516 1.15506e-07 90.7031 1 0 1.8825e-05 0.35157 2.01371e-07 91.0351 1 0 2.62493e-05 0.542923 0 0 1.1295e-08 0.35157 1.24247e-08 -90.0507 0.000374993 0.959208 0.000599989 -179.648 0 0 
166810 1.07721e-07 90.687 0.00599484 -89.6565 1 0 2.10388e-07 -88.9871 0.00749344 90.5065 2.80769e-05 -179.468 1.07721e-07 -89.313 1.79694e-05 -179.657 0.00599484 90.3435 1.07721e-07 90.687 1 0 1.79694e-05 0.343487 1.87798e-07 91.0112 1 0 2.50556e-05 0.530347 0 0 1.07816e-08 0.343487 1.2717e-08 -90.0495 0.000374994 0.937212 0.000599989 -179.657 0 0 
