f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f jL0200m jL0200f jL0110m jL0110f jL0800m jL0800f jV0300m jV0300f jV1000m jV1000f jV0700m jV0700f jV1100m jV1100f jV0900m jV0900f 
8950 9.84192 -10.2012 9.84554 10.0833 10 -0 9.99285 2.16678 4.98777 6.1751 3.53873 -69.2756 10 -0 4.99134 4.00832 10 -0 10 -0 10 -0 0.00017508 -79.9167 0.000984192 169.799 8.87593e-05 -85.9917 0.00017508 100.083 0.000984192 169.799 0.00935294 -159.276 0.000999285 -177.833 0.000503298 176.025
8960 9.84157 -10.2124 9.84588 10.0723 10 -0 9.99287 2.16436 4.9878 6.16822 3.53527 -69.2968 10 -0 4.99136 4.00385 10 -0 10 -0 10 -0 0.000174891 -79.9277 0.000984157 169.788 8.86606e-05 -85.9961 0.000174891 100.072 0.000984157 169.788 0.00935424 -159.297 0.000999287 -177.836 0.000503291 176.029
8970 9.84123 -10.2235 9.84621 10.0613 10 -0 9.99288 2.16195 4.98782 6.16135 3.53182 -69.3179 10 -0 4.99138 3.99939 10 -0 10 -0 10 -0 0.000174702 -79.9387 0.000984123 169.776 8.85621e-05 -86.0006 0.000174702 100.061 0.000984123 169.776 0.00935555 -159.318 0.000999288 -177.838 0.000503283 176.034
8980 9.84088 -10.2347 9.84655 10.0503 10 -0 9.9929 2.15955 4.98785 6.15449 3.52838 -69.339 10 -0 4.99139 3.99494 10 -0 10 -0 10 -0 0.000174513 -79.9497 0.000984088 169.765 8.84638e-05 -86.0051 0.000174513 100.05 0.000984088 169.765 0.00935684 -159.339 0.00099929 -177.84 0.000503276 176.038
8990 9.84054 -10.2459 9.84688 10.0394 10 -0 9.99291 2.15715 4.98788 6.14765 3.52494 -69.36 10 -0 4.99141 3.99051 10 -0 10 -0 10 -0 0.000174325 -79.9606 0.000984054 169.754 8.83658e-05 -86.0095 0.000174325 100.039 0.000984054 169.754 0.00935814 -159.36 0.000999291 -177.843 0.000503269 176.042
9000 9.84019 -10.257 9.84721 10.0284 10 -0 9.99293 2.15475 4.9879 6.14083 3.52151 -69.381 10 -0 4.99143 3.98608 10 -0 10 -0 10 -0 0.000174137 -79.9716 0.000984019 169.743 8.82679e-05 -86.0139 0.000174137 100.028 0.000984019 169.743 0.00935943 -159.381 0.000999293 -177.845 0.000503262 176.047
9010 9.83984 -10.2682 9.84755 10.0175 10 -0 9.99294 2.15236 4.98793 6.13402 3.51809 -69.402 10 -0 4.99145 3.98166 10 -0 10 -0 10 -0 0.00017395 -79.9825 0.000983984 169.732 8.81703e-05 -86.0183 0.00017395 100.018 0.000983984 169.732 0.00936072 -159.402 0.000999294 -177.848 0.000503254 176.051
9020 9.8395 -10.2793 9.84788 10.0067 10 -0 9.99296 2.14998 4.98796 6.12723 3.51467 -69.4229 10 -0 4.99147 3.97725 10 -0 10 -0 10 -0 0.000173763 -79.9933 0.00098395 169.721 8.80729e-05 -86.0228 0.000173763 100.007 0.00098395 169.721 0.009362 -159.423 0.000999296 -177.85 0.000503247 176.055
9030 9.83915 -10.2905 9.8482 9.9958 10 -0 9.99298 2.1476 4.98798 6.12045 3.51126 -69.4438 10 -0 4.99149 3.97285 10 -0 10 -0 10 -0 0.000173576 -80.0042 0.000983915 169.71 8.79757e-05 -86.0272 0.000173576 99.9958 0.000983915 169.71 0.00936328 -159.444 0.000999298 -177.852 0.00050324 176.06
9040 9.8388 -10.3016 9.84853 9.98496 10 -0 9.99299 2.14523 4.98801 6.11369 3.50785 -69.4647 10 -0 4.99151 3.96846 10 -0 10 -0 10 -0 0.00017339 -80.015 0.00098388 169.698 8.78787e-05 -86.0315 0.00017339 99.985 0.00098388 169.698 0.00936456 -159.465 0.000999299 -177.855 0.000503233 176.064
9050 9.83845 -10.3128 9.84886 9.97415 10 -0 9.99301 2.14286 4.98804 6.10694 3.50445 -69.4855 10 -0 4.99153 3.96408 10 -0 10 -0 10 -0 0.000173204 -80.0259 0.000983845 169.687 8.77819e-05 -86.0359 0.000173204 99.9741 0.000983845 169.687 0.00936583 -159.485 0.000999301 -177.857 0.000503226 176.068
9060 9.8381 -10.3239 9.84919 9.96336 10 -0 9.99302 2.1405 4.98806 6.1002 3.50106 -69.5062 10 -0 4.99155 3.95971 10 -0 10 -0 10 -0 0.000173018 -80.0366 0.00098381 169.676 8.76853e-05 -86.0403 0.000173018 99.9634 0.00098381 169.676 0.0093671 -159.506 0.000999302 -177.86 0.000503219 176.072
9070 9.83775 -10.3351 9.84951 9.9526 10 -0 9.99304 2.13814 4.98809 6.09348 3.49767 -69.5269 10 -0 4.99156 3.95535 10 -0 10 -0 10 -0 0.000172833 -80.0474 0.000983775 169.665 8.7589e-05 -86.0447 0.000172833 99.9526 0.000983775 169.665 0.00936837 -159.527 0.000999304 -177.862 0.000503212 176.077
9080 9.8374 -10.3462 9.84983 9.94185 10 -0 9.99305 2.13579 4.98812 6.08678 3.49429 -69.5476 10 -0 4.99158 3.95099 10 -0 10 -0 10 -0 0.000172649 -80.0581 0.00098374 169.654 8.74929e-05 -86.049 0.000172649 99.9419 0.00098374 169.654 0.00936963 -159.548 0.000999305 -177.864 0.000503205 176.081
9090 9.83706 -10.3574 9.85016 9.93113 10 -0 9.99307 2.13344 4.98814 6.08009 3.49091 -69.5683 10 -0 4.9916 3.94665 10 -0 10 -0 10 -0 0.000172464 -80.0689 0.000983706 169.643 8.73969e-05 -86.0533 0.000172464 99.9311 0.000983706 169.643 0.00937089 -159.568 0.000999307 -177.867 0.000503198 176.085
9100 9.83671 -10.3685 9.85048 9.92044 10 -0 9.99308 2.1311 4.98817 6.07342 3.48754 -69.5889 10 -0 4.99162 3.94232 10 -0 10 -0 10 -0 0.00017228 -80.0796 0.000983671 169.631 8.73012e-05 -86.0577 0.00017228 99.9204 0.000983671 169.631 0.00937214 -159.589 0.000999308 -177.869 0.000503191 176.089
9110 9.83635 -10.3797 9.8508 9.90976 10 -0 9.9931 2.12876 4.98819 6.06676 3.48418 -69.6094 10 -0 4.99164 3.938 10 -0 10 -0 10 -0 0.000172097 -80.0902 0.000983635 169.62 8.72057e-05 -86.062 0.000172097 99.9098 0.000983635 169.62 0.00937339 -159.609 0.00099931 -177.871 0.000503184 176.094
9120 9.836 -10.3908 9.85112 9.89911 10 -0 9.99311 2.12643 4.98822 6.06011 3.48082 -69.6299 10 -0 4.99166 3.93368 10 -0 10 -0 10 -0 0.000171914 -80.1009 0.0009836 169.609 8.71104e-05 -86.0663 0.000171914 99.8991 0.0009836 169.609 0.00937464 -159.63 0.000999311 -177.874 0.000503177 176.098
9130 9.83565 -10.402 9.85144 9.88849 10 -0 9.99313 2.1241 4.98825 6.05348 3.47747 -69.6504 10 -0 4.99168 3.92938 10 -0 10 -0 10 -0 0.000171731 -80.1115 0.000983565 169.598 8.70153e-05 -86.0706 0.000171731 99.8885 0.000983565 169.598 0.00937588 -159.65 0.000999313 -177.876 0.00050317 176.102
9140 9.8353 -10.4131 9.85176 9.87788 10 -0 9.99314 2.12178 4.98827 6.04686 3.47413 -69.6709 10 -0 4.99169 3.92508 10 -0 10 -0 10 -0 0.000171549 -80.1221 0.00098353 169.587 8.69204e-05 -86.0749 0.000171549 99.8779 0.00098353 169.587 0.00937712 -159.671 0.000999314 -177.878 0.000503163 176.106
9150 9.83495 -10.4242 9.85207 9.8673 10 -0 9.99316 2.11946 4.9883 6.04026 3.47079 -69.6913 10 -0 4.99171 3.9208 10 -0 10 -0 10 -0 0.000171367 -80.1327 0.000983495 169.576 8.68257e-05 -86.0792 0.000171367 99.8673 0.000983495 169.576 0.00937836 -159.691 0.000999316 -177.881 0.000503156 176.11
9160 9.8346 -10.4354 9.85239 9.85674 10 -0 9.99317 2.11715 4.98832 6.03367 3.46745 -69.7116 10 -0 4.99173 3.91652 10 -0 10 -0 10 -0 0.000171185 -80.1433 0.00098346 169.565 8.67313e-05 -86.0835 0.000171185 99.8567 0.00098346 169.565 0.00937959 -159.712 0.000999317 -177.883 0.000503149 176.114
9170 9.83425 -10.4465 9.8527 9.8462 10 -0 9.99319 2.11484 4.98835 6.0271 3.46413 -69.7319 10 -0 4.99175 3.91226 10 -0 10 -0 10 -0 0.000171004 -80.1538 0.000983425 169.553 8.6637e-05 -86.0877 0.000171004 99.8462 0.000983425 169.553 0.00938082 -159.732 0.000999319 -177.885 0.000503143 176.119
9180 9.83389 -10.4577 9.85302 9.83568 10 -0 9.9932 2.11254 4.98837 6.02054 3.46081 -69.7522 10 -0 4.99177 3.908 10 -0 10 -0 10 -0 0.000170823 -80.1643 0.000983389 169.542 8.65429e-05 -86.092 0.000170823 99.8357 0.000983389 169.542 0.00938205 -159.752 0.00099932 -177.887 0.000503136 176.123
9190 9.83354 -10.4688 9.85333 9.82519 10 -0 9.99322 2.11025 4.9884 6.014 3.45749 -69.7725 10 -0 4.99178 3.90375 10 -0 10 -0 10 -0 0.000170643 -80.1748 0.000983354 169.531 8.64491e-05 -86.0962 0.000170643 99.8252 0.000983354 169.531 0.00938327 -159.772 0.000999322 -177.89 0.000503129 176.127
9200 9.83319 -10.4799 9.85364 9.81472 10 -0 9.99323 2.10795 4.98842 6.00747 3.45418 -69.7927 10 -0 4.9918 3.89951 10 -0 10 -0 10 -0 0.000170463 -80.1853 0.000983319 169.52 8.63554e-05 -86.1005 0.000170463 99.8147 0.000983319 169.52 0.00938449 -159.793 0.000999323 -177.892 0.000503122 176.131
9210 9.83283 -10.4911 9.85395 9.80427 10 -0 9.99325 2.10567 4.98845 6.00095 3.45088 -69.8128 10 -0 4.99182 3.89528 10 -0 10 -0 10 -0 0.000170283 -80.1957 0.000983283 169.509 8.6262e-05 -86.1047 0.000170283 99.8043 0.000983283 169.509 0.0093857 -159.813 0.000999325 -177.894 0.000503115 176.135
9220 9.83248 -10.5022 9.85426 9.79384 10 -0 9.99326 2.10339 4.98847 5.99445 3.44758 -69.833 10 -0 4.99184 3.89106 10 -0 10 -0 10 -0 0.000170104 -80.2062 0.000983248 169.498 8.61687e-05 -86.1089 0.000170104 99.7938 0.000983248 169.498 0.00938692 -159.833 0.000999326 -177.897 0.000503109 176.139
9230 9.83212 -10.5134 9.85457 9.78343 10 -0 9.99328 2.10111 4.9885 5.98796 3.44429 -69.8531 10 -0 4.99185 3.88685 10 -0 10 -0 10 -0 0.000169925 -80.2166 0.000983212 169.487 8.60757e-05 -86.1132 0.000169925 99.7834 0.000983212 169.487 0.00938812 -159.853 0.000999328 -177.899 0.000503102 176.143
9240 9.83177 -10.5245 9.85488 9.77305 10 -0 9.99329 2.09884 4.98852 5.98148 3.441 -69.8731 10 -0 4.99187 3.88265 10 -0 10 -0 10 -0 0.000169746 -80.227 0.000983177 169.476 8.59828e-05 -86.1174 0.000169746 99.773 0.000983177 169.476 0.00938933 -159.873 0.000999329 -177.901 0.000503095 176.148
9250 9.83141 -10.5356 9.85519 9.76269 10 -0 9.99331 2.09657 4.98855 5.97502 3.43772 -69.8931 10 -0 4.99189 3.87845 10 -0 10 -0 10 -0 0.000169568 -80.2373 0.000983141 169.464 8.58901e-05 -86.1215 0.000169568 99.7627 0.000983141 169.464 0.00939053 -159.893 0.000999331 -177.903 0.000503089 176.152
9260 9.83106 -10.5468 9.85549 9.75235 10 -0 9.99332 2.09431 4.98857 5.96858 3.43445 -69.9131 10 -0 4.99191 3.87427 10 -0 10 -0 10 -0 0.00016939 -80.2477 0.000983106 169.453 8.57977e-05 -86.1257 0.00016939 99.7523 0.000983106 169.453 0.00939173 -159.913 0.000999332 -177.906 0.000503082 176.156
9270 9.8307 -10.5579 9.8558 9.74203 10 -0 9.99333 2.09205 4.9886 5.96214 3.43118 -69.9331 10 -0 4.99192 3.87009 10 -0 10 -0 10 -0 0.000169212 -80.258 0.00098307 169.442 8.57054e-05 -86.1299 0.000169212 99.742 0.00098307 169.442 0.00939292 -159.933 0.000999333 -177.908 0.000503075 176.16
9280 9.83035 -10.569 9.8561 9.73173 10 -0 9.99335 2.0898 4.98862 5.95573 3.42792 -69.953 10 -0 4.99194 3.86593 10 -0 10 -0 10 -0 0.000169035 -80.2683 0.000983035 169.431 8.56134e-05 -86.1341 0.000169035 99.7317 0.000983035 169.431 0.00939411 -159.953 0.000999335 -177.91 0.000503069 176.164
9290 9.82999 -10.5802 9.8564 9.72146 10 -0 9.99336 2.08755 4.98865 5.94932 3.42466 -69.9728 10 -0 4.99196 3.86177 10 -0 10 -0 10 -0 0.000168858 -80.2785 0.000982999 169.42 8.55215e-05 -86.1382 0.000168858 99.7215 0.000982999 169.42 0.0093953 -159.973 0.000999336 -177.912 0.000503062 176.168
9300 9.82963 -10.5913 9.85671 9.7112 10 -0 9.99338 2.08531 4.98867 5.94293 3.42141 -69.9926 10 -0 4.99198 3.85762 10 -0 10 -0 10 -0 0.000168682 -80.2888 0.000982963 169.409 8.54299e-05 -86.1424 0.000168682 99.7112 0.000982963 169.409 0.00939649 -159.993 0.000999338 -177.915 0.000503056 176.172
9310 9.82928 -10.6024 9.85701 9.70097 10 -0 9.99339 2.08307 4.98869 5.93655 3.41816 -70.0124 10 -0 4.99199 3.85348 10 -0 10 -0 10 -0 0.000168506 -80.299 0.000982928 169.398 8.53384e-05 -86.1465 0.000168506 99.701 0.000982928 169.398 0.00939767 -160.012 0.000999339 -177.917 0.000503049 176.176
9320 9.82892 -10.6136 9.85731 9.69076 10 -0 9.99341 2.08084 4.98872 5.93019 3.41492 -70.0322 10 -0 4.99201 3.84935 10 -0 10 -0 10 -0 0.00016833 -80.3092 0.000982892 169.386 8.52471e-05 -86.1506 0.00016833 99.6908 0.000982892 169.386 0.00939885 -160.032 0.000999341 -177.919 0.000503043 176.18
9330 9.82856 -10.6247 9.85761 9.68057 10 -0 9.99342 2.07861 4.98874 5.92384 3.41169 -70.0519 10 -0 4.99203 3.84523 10 -0 10 -0 10 -0 0.000168155 -80.3194 0.000982856 169.375 8.5156e-05 -86.1548 0.000168155 99.6806 0.000982856 169.375 0.00940002 -160.052 0.000999342 -177.921 0.000503036 176.184
9340 9.8282 -10.6358 9.8579 9.6704 10 -0 9.99343 2.07638 4.98877 5.9175 3.40846 -70.0716 10 -0 4.99204 3.84112 10 -0 10 -0 10 -0 0.00016798 -80.3296 0.00098282 169.364 8.50652e-05 -86.1589 0.00016798 99.6704 0.00098282 169.364 0.00940119 -160.072 0.000999343 -177.924 0.00050303 176.188
9350 9.82784 -10.6469 9.8582 9.66025 10 -0 9.99345 2.07417 4.98879 5.91118 3.40524 -70.0912 10 -0 4.99206 3.83701 10 -0 10 -0 10 -0 0.000167806 -80.3397 0.000982784 169.353 8.49745e-05 -86.163 0.000167806 99.6603 0.000982784 169.353 0.00940236 -160.091 0.000999345 -177.926 0.000503023 176.192
9360 9.82748 -10.6581 9.8585 9.65012 10 -0 9.99346 2.07195 4.98882 5.90487 3.40202 -70.1108 10 -0 4.99208 3.83292 10 -0 10 -0 10 -0 0.000167631 -80.3499 0.000982748 169.342 8.4884e-05 -86.1671 0.000167631 99.6501 0.000982748 169.342 0.00940352 -160.111 0.000999346 -177.928 0.000503017 176.196
9370 9.82713 -10.6692 9.85879 9.64002 10 -0 9.99348 2.06974 4.98884 5.89857 3.39881 -70.1304 10 -0 4.9921 3.82883 10 -0 10 -0 10 -0 0.000167457 -80.36 0.000982713 169.331 8.47937e-05 -86.1712 0.000167457 99.64 0.000982713 169.331 0.00940468 -160.13 0.000999348 -177.93 0.00050301 176.2
9380 9.82677 -10.6803 9.85909 9.62993 10 -0 9.99349 2.06754 4.98886 5.89229 3.3956 -70.1499 10 -0 4.99211 3.82475 10 -0 10 -0 10 -0 0.000167284 -80.3701 0.000982677 169.32 8.47036e-05 -86.1752 0.000167284 99.6299 0.000982677 169.32 0.00940584 -160.15 0.000999349 -177.932 0.000503004 176.204
9390 9.82641 -10.6914 9.85938 9.61987 10 -0 9.9935 2.06534 4.98889 5.88602 3.3924 -70.1694 10 -0 4.99213 3.82068 10 -0 10 -0 10 -0 0.000167111 -80.3801 0.000982641 169.309 8.46136e-05 -86.1793 0.000167111 99.6199 0.000982641 169.309 0.009407 -160.169 0.00099935 -177.935 0.000502998 176.208
9400 9.82605 -10.7026 9.85967 9.60983 10 -0 9.99352 2.06314 4.98891 5.87977 3.38921 -70.1888 10 -0 4.99215 3.81662 10 -0 10 -0 10 -0 0.000166938 -80.3902 0.000982605 169.297 8.45239e-05 -86.1834 0.000166938 99.6098 0.000982605 169.297 0.00940815 -160.189 0.000999352 -177.937 0.000502991 176.212
9410 9.82568 -10.7137 9.85997 9.59981 10 -0 9.99353 2.06095 4.98893 5.87352 3.38602 -70.2083 10 -0 4.99216 3.81257 10 -0 10 -0 10 -0 0.000166765 -80.4002 0.000982568 169.286 8.44344e-05 -86.1874 0.000166765 99.5998 0.000982568 169.286 0.0094093 -160.208 0.000999353 -177.939 0.000502985 176.216
9420 9.82532 -10.7248 9.86026 9.5898 10 -0 9.99355 2.05877 4.98896 5.86729 3.38284 -70.2276 10 -0 4.99218 3.80853 10 -0 10 -0 10 -0 0.000166593 -80.4102 0.000982532 169.275 8.4345e-05 -86.1915 0.000166593 99.5898 0.000982532 169.275 0.00941044 -160.228 0.000999355 -177.941 0.000502979 176.22
9430 9.82496 -10.7359 9.86055 9.57982 10 -0 9.99356 2.05658 4.98898 5.86108 3.37966 -70.247 10 -0 4.9922 3.80449 10 -0 10 -0 10 -0 0.000166422 -80.4202 0.000982496 169.264 8.42558e-05 -86.1955 0.000166422 99.5798 0.000982496 169.264 0.00941158 -160.247 0.000999356 -177.943 0.000502972 176.224
9440 9.8246 -10.747 9.86084 9.56986 10 -0 9.99357 2.05441 4.989 5.85488 3.37649 -70.2663 10 -0 4.99221 3.80047 10 -0 10 -0 10 -0 0.00016625 -80.4301 0.00098246 169.253 8.41669e-05 -86.1995 0.00016625 99.5699 0.00098246 169.253 0.00941272 -160.266 0.000999357 -177.946 0.000502966 176.228
9450 9.82424 -10.7582 9.86112 9.55992 10 -0 9.99359 2.05224 4.98903 5.84869 3.37332 -70.2856 10 -0 4.99223 3.79645 10 -0 10 -0 10 -0 0.000166079 -80.4401 0.000982424 169.242 8.40781e-05 -86.2036 0.000166079 99.5599 0.000982424 169.242 0.00941386 -160.286 0.000999359 -177.948 0.00050296 176.232
9460 9.82388 -10.7693 9.86141 9.55 10 -0 9.9936 2.05007 4.98905 5.84251 3.37016 -70.3048 10 -0 4.99225 3.79244 10 -0 10 -0 10 -0 0.000165908 -80.45 0.000982388 169.231 8.39895e-05 -86.2076 0.000165908 99.55 0.000982388 169.231 0.00941499 -160.305 0.00099936 -177.95 0.000502954 176.236
9470 9.82351 -10.7804 9.8617 9.5401 10 -0 9.99361 2.04791 4.98907 5.83635 3.36701 -70.324 10 -0 4.99226 3.78844 10 -0 10 -0 10 -0 0.000165738 -80.4599 0.000982351 169.22 8.39011e-05 -86.2116 0.000165738 99.5401 0.000982351 169.22 0.00941612 -160.324 0.000999361 -177.952 0.000502948 176.24
9480 9.82315 -10.7915 9.86198 9.53023 10 -0 9.99363 2.04575 4.9891 5.83019 3.36386 -70.3432 10 -0 4.99228 3.78445 10 -0 10 -0 10 -0 0.000165568 -80.4698 0.000982315 169.208 8.38128e-05 -86.2156 0.000165568 99.5302 0.000982315 169.208 0.00941724 -160.343 0.000999363 -177.954 0.000502941 176.244
9490 9.82279 -10.8026 9.86227 9.52037 10 -0 9.99364 2.04359 4.98912 5.82406 3.36071 -70.3623 10 -0 4.99229 3.78046 10 -0 10 -0 10 -0 0.000165398 -80.4796 0.000982279 169.197 8.37248e-05 -86.2195 0.000165398 99.5204 0.000982279 169.197 0.00941837 -160.362 0.000999364 -177.956 0.000502935 176.247
9500 9.82242 -10.8137 9.86255 9.51053 10 -0 9.99365 2.04144 4.98914 5.81793 3.35758 -70.3814 10 -0 4.99231 3.77649 10 -0 10 -0 10 -0 0.000165229 -80.4895 0.000982242 169.186 8.36369e-05 -86.2235 0.000165229 99.5105 0.000982242 169.186 0.00941948 -160.381 0.000999365 -177.959 0.000502929 176.251
9510 9.82206 -10.8249 9.86284 9.50071 10 -0 9.99367 2.0393 4.98916 5.81182 3.35444 -70.4004 10 -0 4.99233 3.77252 10 -0 10 -0 10 -0 0.00016506 -80.4993 0.000982206 169.175 8.35493e-05 -86.2275 0.00016506 99.5007 0.000982206 169.175 0.0094206 -160.4 0.000999367 -177.961 0.000502923 176.255
9520 9.82169 -10.836 9.86312 9.49091 10 -0 9.99368 2.03716 4.98919 5.80572 3.35131 -70.4195 10 -0 4.99234 3.76856 10 -0 10 -0 10 -0 0.000164891 -80.5091 0.000982169 169.164 8.34618e-05 -86.2314 0.000164891 99.4909 0.000982169 169.164 0.00942171 -160.419 0.000999368 -177.963 0.000502917 176.259
9530 9.82133 -10.8471 9.8634 9.48113 10 -0 9.99369 2.03502 4.98921 5.79963 3.34819 -70.4385 10 -0 4.99236 3.76461 10 -0 10 -0 10 -0 0.000164723 -80.5189 0.000982133 169.153 8.33745e-05 -86.2354 0.000164723 99.4811 0.000982133 169.153 0.00942282 -160.438 0.000999369 -177.965 0.000502911 176.263
9540 9.82096 -10.8582 9.86368 9.47138 10 -0 9.99371 2.03289 4.98923 5.79356 3.34508 -70.4574 10 -0 4.99237 3.76067 10 -0 10 -0 10 -0 0.000164555 -80.5286 0.000982096 169.142 8.32873e-05 -86.2393 0.000164555 99.4714 0.000982096 169.142 0.00942393 -160.457 0.000999371 -177.967 0.000502905 176.267
9550 9.8206 -10.8693 9.86396 9.46164 10 -0 9.99372 2.03076 4.98926 5.7875 3.34196 -70.4763 10 -0 4.99239 3.75673 10 -0 10 -0 10 -0 0.000164387 -80.5384 0.00098206 169.131 8.32004e-05 -86.2433 0.000164387 99.4616 0.00098206 169.131 0.00942503 -160.476 0.000999372 -177.969 0.000502899 176.271
9560 9.82023 -10.8804 9.86424 9.45192 10 -0 9.99373 2.02864 4.98928 5.78145 3.33886 -70.4952 10 -0 4.99241 3.75281 10 -0 10 -0 10 -0 0.00016422 -80.5481 0.000982023 169.12 8.31136e-05 -86.2472 0.00016422 99.4519 0.000982023 169.12 0.00942614 -160.495 0.000999373 -177.971 0.000502893 176.274
9570 9.81987 -10.8915 9.86452 9.44222 10 -0 9.99375 2.02652 4.9893 5.77541 3.33576 -70.514 10 -0 4.99242 3.74889 10 -0 10 -0 10 -0 0.000164053 -80.5578 0.000981987 169.108 8.3027e-05 -86.2511 0.000164053 99.4422 0.000981987 169.108 0.00942723 -160.514 0.000999375 -177.973 0.000502887 176.278
9580 9.8195 -10.9026 9.86479 9.43254 10 -0 9.99376 2.02441 4.98932 5.76939 3.33266 -70.5329 10 -0 4.99244 3.74498 10 -0 10 -0 10 -0 0.000163886 -80.5675 0.00098195 169.097 8.29406e-05 -86.255 0.000163886 99.4325 0.00098195 169.097 0.00942833 -160.533 0.000999376 -177.976 0.000502881 176.282
9590 9.81913 -10.9137 9.86507 9.42288 10 -0 9.99377 2.0223 4.98934 5.76338 3.32957 -70.5516 10 -0 4.99245 3.74108 10 -0 10 -0 10 -0 0.00016372 -80.5771 0.000981913 169.086 8.28544e-05 -86.2589 0.00016372 99.4229 0.000981913 169.086 0.00942942 -160.552 0.000999377 -177.978 0.000502875 176.286
9600 9.81877 -10.9248 9.86534 9.41324 10 -0 9.99378 2.0202 4.98937 5.75738 3.32649 -70.5704 10 -0 4.99247 3.73719 10 -0 10 -0 10 -0 0.000163554 -80.5868 0.000981877 169.075 8.27684e-05 -86.2628 0.000163554 99.4132 0.000981877 169.075 0.00943051 -160.57 0.000999378 -177.98 0.000502869 176.29
9610 9.8184 -10.936 9.86562 9.40362 10 -0 9.9938 2.0181 4.98939 5.7514 3.32341 -70.5891 10 -0 4.99249 3.7333 10 -0 10 -0 10 -0 0.000163388 -80.5964 0.00098184 169.064 8.26825e-05 -86.2667 0.000163388 99.4036 0.00098184 169.064 0.00943159 -160.589 0.00099938 -177.982 0.000502863 176.294
9620 9.81803 -10.9471 9.86589 9.39402 10 -0 9.99381 2.016 4.98941 5.74542 3.32034 -70.6077 10 -0 4.9925 3.72942 10 -0 10 -0 10 -0 0.000163223 -80.606 0.000981803 169.053 8.25968e-05 -86.2706 0.000163223 99.394 0.000981803 169.053 0.00943268 -160.608 0.000999381 -177.984 0.000502857 176.297
9630 9.81766 -10.9582 9.86616 9.38444 10 -0 9.99382 2.01391 4.98943 5.73946 3.31727 -70.6264 10 -0 4.99252 3.72555 10 -0 10 -0 10 -0 0.000163058 -80.6156 0.000981766 169.042 8.25113e-05 -86.2744 0.000163058 99.3844 0.000981766 169.042 0.00943375 -160.626 0.000999382 -177.986 0.000502851 176.301
9640 9.81729 -10.9693 9.86644 9.37488 10 -0 9.99384 2.01182 4.98945 5.73351 3.31421 -70.645 10 -0 4.99253 3.72169 10 -0 10 -0 10 -0 0.000162893 -80.6251 0.000981729 169.031 8.24259e-05 -86.2783 0.000162893 99.3749 0.000981729 169.031 0.00943483 -160.645 0.000999384 -177.988 0.000502845 176.305
9650 9.81693 -10.9804 9.86671 9.36534 10 -0 9.99385 2.00974 4.98948 5.72758 3.31115 -70.6636 10 -0 4.99255 3.71784 10 -0 10 -0 10 -0 0.000162729 -80.6347 0.000981693 169.02 8.23408e-05 -86.2822 0.000162729 99.3653 0.000981693 169.02 0.0094359 -160.664 0.000999385 -177.99 0.000502839 176.309
9660 9.81656 -10.9915 9.86698 9.35581 10 -0 9.99386 2.00766 4.9895 5.72165 3.3081 -70.6821 10 -0 4.99256 3.71399 10 -0 10 -0 10 -0 0.000162565 -80.6442 0.000981656 169.009 8.22558e-05 -86.286 0.000162565 99.3558 0.000981656 169.009 0.00943698 -160.682 0.000999386 -177.992 0.000502833 176.312
9670 9.81619 -11.0026 9.86725 9.34631 10 -0 9.99387 2.00558 4.98952 5.71574 3.30505 -70.7006 10 -0 4.99258 3.71016 10 -0 10 -0 10 -0 0.000162401 -80.6537 0.000981619 168.997 8.2171e-05 -86.2898 0.000162401 99.3463 0.000981619 168.997 0.00943804 -160.701 0.000999387 -177.994 0.000502827 176.316
9680 9.81582 -11.0137 9.86752 9.33682 10 -0 9.99389 2.00351 4.98954 5.70984 3.30201 -70.719 10 -0 4.99259 3.70633 10 -0 10 -0 10 -0 0.000162238 -80.6632 0.000981582 168.986 8.20864e-05 -86.2937 0.000162238 99.3368 0.000981582 168.986 0.00943911 -160.719 0.000999389 -177.996 0.000502822 176.32
9690 9.81545 -11.0248 9.86778 9.32736 10 -0 9.9939 2.00145 4.98956 5.70396 3.29897 -70.7375 10 -0 4.99261 3.70251 10 -0 10 -0 10 -0 0.000162075 -80.6726 0.000981545 168.975 8.20019e-05 -86.2975 0.000162075 99.3274 0.000981545 168.975 0.00944017 -160.737 0.00099939 -177.999 0.000502816 176.324
9700 9.81508 -11.0359 9.86805 9.31791 10 -0 9.99391 1.99939 4.98958 5.69808 3.29594 -70.7559 10 -0 4.99262 3.69869 10 -0 10 -0 10 -0 0.000161912 -80.6821 0.000981508 168.964 8.19176e-05 -86.3013 0.000161912 99.3179 0.000981508 168.964 0.00944123 -160.756 0.000999391 -178.001 0.00050281 176.327
